,title,text,rating,sentiment,processed
108,Антон Груби Темное (Россия),"Антон Груби Темное (Россия)
Непастеризованное, фильтрованное, темное пиво.
Изготовитель:
Ставропольский пивоваренный завод
Россия, Ставрополь Тара: Стекло
Объем: 0.5
Алк: 4.7
ЭНС: 14 Внешний вид:
На бутылке изображен мужчина в кепке и при усах. Но кто это? Подумал я. Внутренний Шерлок в этот момент ответил мне, что это скорей всего Антон Груби. Я предположил, что это вероятно какой-то герой, какой-то войны, в честь которого назвали пиво. И тут мне стало немного совестно, так как я не знал героя какой-то войны Антона Груби. Покраснев я полез в интернет и ничего толком не нашел. Оказалось что Антон Груби это чешский пивовар, прибывший в 80-х годах XIX столетия в г. Ставрополь из Австро-Венгрии. Было бы не плохо на этикетке за Антона Груби пояснить. А то ведь непонятно.
В целом дизайн не плох.
Пена вначале обильная, но быстро оседает. Пенная корка слабая. Мне понравился цвет у этого пива.
6 из 10 Аромат:
Насыщенный. Карамель и корки черного хлеба.
6.5 из 10 Вкус:
Жженый сахар. Хлеб. Слегка фруктовый. Странное то, что каждый глоток у этого пива разный. То в кислоту уходит. То излишне водянистым кажется. То черезчур сладким. Но огромный плюс в том, что после одного глотка хочется сделать следующий. Мне Антон Груби показалось странным, но очень даже интересным! Не думаю что получится его встретить в своих Малых Висюнах, но если такая оказия произойдет, то непременно прикуплю!
6 из 10 Итог:
6.2 из 10 ",6.2,1,"['антон', 'грубить', 'тёмный', '(', 'россия', ')', 'непастеризованный', ',', 'фильтровать', ',', 'тёмный', 'пиво', '.', 'изготовитель', ':', 'ставропольский', 'пивоваренный', 'завод', 'россия', ',', 'ставрополь', 'тара', ':', 'стекло', 'объём', ':', '0.5', 'алк', ':', '4.7', 'энс', ':', '14', 'внешний', 'вид', ':', 'на', 'бутылка', 'изобразить', 'мужчина', 'в', 'кепка', 'и', 'при', 'ус', '.', 'но', 'кто', 'это', '?', 'подумать', 'я.', 'внутренний', 'шерлок', 'в', 'этот', 'момент', 'ответить', 'я', ',', 'что', 'это', 'скорый', 'весь', 'антон', 'грубить', '.', 'я', 'предположить', ',', 'что', 'это', 'вероятно', 'какой-то', 'герой', ',', 'какой-то', 'война', ',', 'в', 'честь', 'который', 'назвать', 'пиво', '.', 'и', 'тут', 'я', 'стать', 'немного', 'совестно', ',', 'так', 'как', 'я', 'не', 'знать', 'герой', 'какой-то', 'война', 'антон', 'грубить', '.', 'покраснеть', 'я', 'полезть', 'в', 'интернет', 'и', 'ничего', 'толком', 'не', 'найти', '.', 'оказаться', 'что', 'антон', 'грубить', 'это', 'чешский', 'пивовар', ',', 'прибыть', 'в', '80-й', 'год', 'xix', 'столетие', 'в', 'г.', 'ставрополь', 'из', 'австро-венгрия', '.', 'быть', 'бы', 'не', 'плохо', 'на', 'этикетка', 'за', 'антон', 'грубить', 'пояснить', '.', 'а', 'то', 'ведь', 'непонятно', '.', 'в', 'целое', 'дизайн', 'не', 'плохой', '.', 'пена', 'вначале', 'обильный', ',', 'но', 'быстро', 'оседать', '.', 'пенный', 'корка', 'слабый', '.', 'я', 'понравиться', 'цвет', 'у', 'это', 'пиво', '.', '6', 'из', '10', 'аромат', ':', 'насыщенный', '.', 'карамель', 'и', 'корка', 'чёрный', 'хлеб', '.', '6.5', 'из', '10', 'вкус', ':', 'жжёный', 'сахар', '.', 'хлеб', '.', 'слегка', 'фруктовый', '.', 'странный', 'то', ',', 'что', 'каждый', 'глотка', 'у', 'это', 'пиво', 'разный', '.', 'то', 'в', 'кислота', 'уходить', '.', 'то', 'излишний', 'водянистый', 'казаться', '.', 'то', 'черезчура', 'сладкий', '.', 'но', 'огромный', 'плюс', 'в', 'тот', ',', 'что', 'после', 'один', 'глотка', 'хотеться', 'сделать', 'следующий', '.', 'я', 'антон', 'грубить', 'показаться', 'странный', ',', 'но', 'очень', 'даже', 'интересный', '!', 'не', 'думать', 'что', 'получиться', 'он', 'встретить', 'в', 'свой', 'малый', 'висюна', ',', 'но', 'если', 'такой', 'оказия', 'произойти', ',', 'то', 'непременно', 'прикупить', '!', '6', 'из', '10', 'итог', ':', '6.2', 'из', '10']"
109,Трехгорное Золотой Эль (Россия),"Трехгорное Золотой Эль (Россия) Светлое, пастеризованное, фильтрованное пиво. Изготовитель: МПК Тара: Стекло
Обьем: 0,5
Алк: 4,5
ЭНС: 11 ",6.7,1,"['трехгорный', 'золотой', 'эль', '(', 'россия', ')', 'светлый', ',', 'пастеризовать', ',', 'фильтровать', 'пиво', '.', 'изготовитель', ':', 'мпк', 'тара', ':', 'стекло', 'обить', ':', '0,5', 'алк', ':', '4,5', 'энс', ':', '11']"
110,Ипатовское Живое (Россия),"Ипатовское Живое (Россия)
Светлое, непастеризованное, фильтрованное. ",2.0,-1,"['ипатовский', 'живой', '(', 'россия', ')', 'светлый', ',', 'непастеризованный', ',', 'фильтровать', '.']"
111,Трехгорное Пряный Эль (Россия),"Трехгорное Пряный Эль
Темное, фильтрованное, пастеризованное.
Производитель: МПК ",6.8,1,"['трехгорный', 'пряный', 'эль', 'тёмный', ',', 'фильтровать', ',', 'пастеризовать', '.', 'производитель', ':', 'мпк']"
112,Konix Encounter At The Elbe Встреча на Эльбе (Россия),"Konix Encounter At The Elbe Встреча на Эльбе (Россия) Темное, нефильтрованное, непастеризованное.
Тара: Стекло
Объем: 0,5
Алк: 4.5
ЭНС: 12.5 Производитель: Коникс, Пенза
По заказу: Ай Ди Джонс Бревери. ",7.0,1,"['konix', 'encounter', 'at', 'the', 'elbe', 'встреча', 'на', 'эльба', '(', 'россия', ')', 'тёмный', ',', 'нефильтрованный', ',', 'непастеризованный', '.', 'тара', ':', 'стекло', 'объём', ':', '0,5', 'алк', ':', '4.5', 'энс', ':', '12.5', 'производитель', ':', 'коникс', ',', 'пенза', 'по', 'заказ', ':', 'ай', 'ди', 'джонс', 'бреверь', '.']"
113,Konix Overfall IPA Коникс Оверфол ИПА (Россия),"Коникс Оверфол ИПА
Светлое, нефильтрованное, неосветленное, непастеризованное.
Тара: Стекло
Объем: 0,5
Алк: 6.5%
ЭНС: 16% Изготавливает: АО «Визит» Пенза.
По заказу: «Коникс Бревери» Москва. Давно искал в своем Средьжопинске этот брэнд. И вот не прошло и пары лет с тех пор, как все уважаемые пивные блогеры и сомелье испили этого напитка, дошла очередь и до меня. ",6.3,1,"['коникс', 'оверфол', 'ипа', 'светлый', ',', 'нефильтрованный', ',', 'неосветлённый', ',', 'непастеризованный', '.', 'тара', ':', 'стекло', 'объём', ':', '0,5', 'алк', ':', '6.5', '%', 'энс', ':', '16', '%', 'изготавливать', ':', 'ао', '«', 'визит', '»', 'пенза', '.', 'по', 'заказ', ':', '«', 'коникс', 'бреверь', '»', 'москва', '.', 'давно', 'искать', 'в', 'свой', 'средьжопинск', 'этот', 'брэнд', '.', 'и', 'вот', 'не', 'пройти', 'и', 'пара', 'год', 'с', 'тот', 'пора', ',', 'как', 'всё', 'уважаемый', 'пивная', 'блогер', 'и', 'сомелье', 'испилить', 'это', 'напиток', ',', 'дойти', 'очередь', 'и', 'до', 'я', '.']"
114,Harp Lager Харп Лагер (Ирландия),"Светлое, пастеризованное, фильтрованное.
Изготовитель: Diageo Тара: Банка
Обьем: 0.5
Алк: 5
ЭНС: 9,75 Harp — в переводе с английского — арфа, лира. Ровно такая же арфа изображена на Гинессе. Дальнейшее изучение вопроса подтвердило связь Гинесса и Харпа. Это пиво появилось благодаря тому что Гинесс выписало немецкого пивовара Германа Мюндера, для того что бы он сварил утомленной элями публике, эталонный евро-лагер. Но не это самое интересное. Удивляет масштаб скромной компании Diageo (Диаджио), которой принадлежит и Харп и Гинесс. Оказывается кроме этих двух брэндов ей принадлежит еще и: Kilkenny, Johnnie Walker, Bell’s, Black and White, White Horse, Singleton, Smirnoff, Gordon’s, Captain Morgan, Baileys, Sheridans. Однажды даже Бургер Кингом владела, но продала. А Китайцы через свой инвестиционный фонд решили прикупить часть этой компании. $365 млн хватило лишь на покупку 1% акций. Внешний вид:
Пена густая, оседает быстро. Пенной корки почти нет.
Ничего интересного во внешнем виде тары и пива не нашел.
5.5 из 10 Аромат:
Солодовый, карамельно-медовый.
6 из 10 Вкус:
Травянистый вкус. Сразу водянистость, затем сваливается в кислоту, послевкусие с небольшой хмелевой горчинкой.
Вкус признаться разочаровал. Ожидал большего. Какое — то пустое пиво получилось.
5.5 из 10 Итог: 5.7 из 10
Чуть более хорошее чем среднее пиво. С учетом достаточно высокого ценника (150 руб) считаю не очень хорошим выбором.  ",5.7,1,"['светлый', ',', 'пастеризовать', ',', 'фильтровать', '.', 'изготовитель', ':', 'diageo', 'тара', ':', 'банк', 'обить', ':', '0.5', 'алк', ':', '5', 'энс', ':', '9,75', 'harp', '—', 'в', 'перевод', 'с', 'английский', '—', 'арфа', ',', 'лир', '.', 'ровно', 'такой', 'же', 'арфа', 'изобразить', 'на', 'гинесса', '.', 'дальнейший', 'изучение', 'вопрос', 'подтвердить', 'связь', 'гинесса', 'и', 'харпа', '.', 'это', 'пиво', 'появиться', 'благодаря', 'тот', 'что', 'гинесса', 'выписать', 'немецкий', 'пивовар', 'герман', 'мюндёр', ',', 'для', 'тот', 'что', 'бы', 'он', 'сварить', 'утомлённый', 'эль', 'публика', ',', 'эталонный', 'евро-лагер', '.', 'но', 'не', 'это', 'самый', 'интересный', '.', 'удивлять', 'масштаб', 'скромный', 'компания', 'diageo', '(', 'диаджио', ')', ',', 'который', 'принадлежать', 'и', 'харп', 'и', 'гинесса', '.', 'оказываться', 'кроме', 'этот', 'два', 'брэнд', 'она', 'принадлежать', 'ещё', 'и', ':', 'kilkenny', ',', 'johnnie', 'walker', ',', 'bell', '’', 's', ',', 'black', 'and', 'white', ',', 'white', 'horse', ',', 'singleton', ',', 'smirnoff', ',', 'gordon', '’', 's', ',', 'captain', 'morgan', ',', 'baileys', ',', 'sheridans', '.', 'однажды', 'даже', 'бургер', 'кинг', 'владеть', ',', 'но', 'продать', '.', 'а', 'китаец', 'через', 'свой', 'инвестиционный', 'фонд', 'решить', 'прикупить', 'часть', 'этот', 'компания', '.', '$', '365', 'млн', 'хватить', 'лишь', 'на', 'покупка', '1', '%', 'акция', '.', 'внешний', 'вид', ':', 'пена', 'густой', ',', 'оседать', 'быстро', '.', 'пенный', 'корка', 'почти', 'нет', '.', 'ничего', 'интересный', 'в', 'внешний', 'вид', 'тара', 'и', 'пиво', 'не', 'найти', '.', '5.5', 'из', '10', 'аромат', ':', 'солодовый', ',', 'карамельно-медовый', '.', '6', 'из', '10', 'вкус', ':', 'травянистый', 'вкус', '.', 'сразу', 'водянистость', ',', 'затем', 'сваливаться', 'в', 'кислота', ',', 'послевкусие', 'с', 'небольшой', 'хмелевой', 'горчинка', '.', 'вкус', 'признаться', 'разочаровать', '.', 'ожидать', 'больший', '.', 'какой', '—', 'то', 'пустой', 'пиво', 'получиться', '.', '5.5', 'из', '10', 'итог', ':', '5.7', 'из', '10', 'чуть', 'более', 'хороший', 'чем', 'средний', 'пиво', '.', 'с', 'учёт', 'достаточно', 'высокий', 'ценник', '(', '150', 'руб', ')', 'считать', 'не', 'очень', 'хороший', 'выбор', '.']"
115,Newcastle Brown Ale Ньюкасл Браун Эль (Англия),"Изготавливает: Heineken UK Ltd
Первое английское пиво которое я когда-то попробовал. После него я начал скупать все сорта английского пива в округе, и вероятно вообще пивом увлекся благодаря Ньюкаслу. Тара: Банка
Объем: 0.5
Алк: 4.7
ЭНС: 10.9 Внешний вид:
Жаль что в сегодняшний обзор попала банка а не бутылка. Ньюкасл в стекле заслуживает отдельной похвалы.
Пена шикарная, цвет великолепный. Пенная корка очень стойкая. В бокале пиво выглядит очень круто.
8 из 10 Аромат:
Свежий, карамельный, чуть травянистости и совсем немного грецкого ореха.
7 из 10 Вкус:
В основном приятная легкая карамелька.
Пиво очень мякгое, питкое. Можно сказать немного водянистое. Но в целом ощущение от баланса пива хорошее.
7.5 из 10
Крайне рекомендую пить хорошо охлажденным, на свежем воздухе, в жаркий летний вечер. Итог: 7.5 из 10 ",7.5,1,"['изготавливать', ':', 'heineken', 'uk', 'ltd', 'первый', 'английский', 'пиво', 'который', 'я', 'когда-то', 'попробовать', '.', 'после', 'он', 'я', 'начать', 'скупать', 'всё', 'сорт', 'английский', 'пиво', 'в', 'округ', ',', 'и', 'вероятно', 'вообще', 'пиво', 'увлечься', 'благодаря', 'ньюкасл', '.', 'тара', ':', 'банк', 'объём', ':', '0.5', 'алк', ':', '4.7', 'энс', ':', '10.9', 'внешний', 'вид', ':', 'жаль', 'что', 'в', 'сегодняшний', 'обзор', 'попасть', 'банк', 'а', 'не', 'бутылка', '.', 'ньюкасл', 'в', 'стекло', 'заслуживать', 'отдельный', 'похвала', '.', 'пена', 'шикарный', ',', 'цвет', 'великолепный', '.', 'пенный', 'корка', 'очень', 'стойкий', '.', 'в', 'бокал', 'пиво', 'выглядеть', 'очень', 'круто', '.', '8', 'из', '10', 'аромат', ':', 'свежий', ',', 'карамельный', ',', 'чуть', 'травянистость', 'и', 'совсем', 'немного', 'грецкий', 'орех', '.', '7', 'из', '10', 'вкус', ':', 'в', 'основное', 'приятный', 'лёгкий', 'карамелька', '.', 'пиво', 'очень', 'мякгий', ',', 'питкий', '.', 'можно', 'сказать', 'немного', 'водянистый', '.', 'но', 'в', 'целое', 'ощущение', 'от', 'баланс', 'пиво', 'хороший', '.', '7.5', 'из', '10', 'крайне', 'рекомендовать', 'пить', 'хорошо', 'охладить', ',', 'на', 'свежий', 'воздух', ',', 'в', 'жаркий', 'летний', 'вечер', '.', 'итог', ':', '7.5', 'из', '10']"
116,Schwarzer Abt Черный Монах (Германия),"Фильтрованное, пастеризованное.
Изготавливает: Клостерброй Нойцелле Neuzeller Kloster-Brau  По немецкому закону о чистоте пива, автора этого пива полагалось сварить в чане. Так уж повелось у немцев, если в составе есть что — то кроме воды, хмеля и солода то прямая дорога пивовару прямо в чан. А тут есть сироп! Так и случилось. Пришли чиновники от немецкого пивпрома к владельцу пивоварни Гельмуту Фриче. Варить в чане конечно не стали, но надпись «Пиво» с бутылки попросили убрать. Гельмут Фриче согласился, но сказал что и налоги на пиво теперь платить не будет, так как это и не пиво по мнению чиновников. Целых 12 лет бюрократы решали что для них важнее. Принципы или деньги с налогов. Победили деньги. Черного Монаха признали пивом несмотря на сироп.  Тара: Стекло
Объем: 0.5
Алк: 3.9
ЭНС: 10 Внешний вид:
Дизайн в норме. Красивая пробка. Пена очень плотная. Оседает медленно.
Черное, на просвет рубинового цвета. В бокале выглядит очень достойно.
7 из 10 Аромат:
Необычный. Тут явно много всего, но сложно выделить все оттенки вкуса. Явно чувствуется кофе и карамель.
7 из 10  Вкус:
Тут я прямо затрудняюсь как оценивать. Боюсь обидеть ценителей этого пива.
Мне показалось чрезмерно сладким. На секунду я даже встал на сторону тех бюрократов, которые выступали за то что — бы лишить пивоварню называть это пиво пивом. Но вспомнив наш пивпром, спустился на землю. Пиво конечно. Но, повторюсь, очень уж сладкое. В остальном кофе, карамель. Приятное, долгое послевкусие.
Лично мне показалось не очень питким, опять же из — за чрезмерной сладости.
4 из 10  Итог: 6.0 из 10  ",6.0,1,"['фильтровать', ',', 'пастеризовать', '.', 'изготавливать', ':', 'клостербра', 'нойцелла', 'neuzeller', 'kloster-brau', 'по', 'немецкий', 'закон', 'о', 'чистота', 'пиво', ',', 'автор', 'это', 'пиво', 'полагаться', 'сварить', 'в', 'чан', '.', 'так', 'уж', 'повестись', 'у', 'немец', ',', 'если', 'в', 'состав', 'есть', 'что', '—', 'то', 'кроме', 'вода', ',', 'хмелить', 'и', 'солод', 'то', 'прямой', 'дорога', 'пивовар', 'прямо', 'в', 'чан', '.', 'а', 'тут', 'есть', 'сироп', '!', 'так', 'и', 'случиться', '.', 'прислать', 'чиновник', 'от', 'немецкий', 'пивпром', 'к', 'владелец', 'пивоварня', 'гельмут', 'фрич', '.', 'варить', 'в', 'чан', 'конечно', 'не', 'стать', ',', 'но', 'надпись', '«', 'пиво', '»', 'с', 'бутылка', 'попросить', 'убрать', '.', 'гельмут', 'фрич', 'согласиться', ',', 'но', 'сказать', 'что', 'и', 'налог', 'на', 'пиво', 'теперь', 'платить', 'не', 'быть', ',', 'так', 'как', 'это', 'и', 'не', 'пиво', 'по', 'мнение', 'чиновник', '.', 'целый', '12', 'год', 'бюрократ', 'решать', 'что', 'для', 'они', 'важный', '.', 'принцип', 'или', 'деньга', 'с', 'налог', '.', 'победить', 'деньга', '.', 'чёрный', 'монах', 'признать', 'пиво', 'несмотря', 'на', 'сироп', '.', 'тара', ':', 'стекло', 'объём', ':', '0.5', 'алк', ':', '3.9', 'энс', ':', '10', 'внешний', 'вид', ':', 'дизайн', 'в', 'норма', '.', 'красивый', 'пробка', '.', 'пена', 'очень', 'плотный', '.', 'оседать', 'медленно', '.', 'чёрный', ',', 'на', 'просвет', 'рубиновый', 'цвет', '.', 'в', 'бокал', 'выглядеть', 'очень', 'достойно', '.', '7', 'из', '10', 'аромат', ':', 'необычный', '.', 'тут', 'явно', 'много', 'весь', ',', 'но', 'сложно', 'выделить', 'всё', 'оттенок', 'вкус', '.', 'явно', 'чувствоваться', 'кофе', 'и', 'карамель', '.', '7', 'из', '10', 'вкус', ':', 'тут', 'я', 'прямо', 'затрудняться', 'как', 'оценивать', '.', 'бояться', 'обидеть', 'ценитель', 'это', 'пиво', '.', 'я', 'показаться', 'чрезмерно', 'сладкий', '.', 'на', 'секунда', 'я', 'даже', 'встать', 'на', 'сторона', 'тот', 'бюрократ', ',', 'который', 'выступать', 'за', 'то', 'что', '—', 'бы', 'лишить', 'пивоварня', 'называть', 'это', 'пиво', 'пиво', '.', 'но', 'вспомнить', 'наш', 'пивпром', ',', 'спуститься', 'на', 'земля', '.', 'пиво', 'конечно', '.', 'но', ',', 'повториться', ',', 'очень', 'уж', 'сладкое', '.', 'в', 'остальной', 'кофе', ',', 'карамель', '.', 'приятный', ',', 'долгий', 'послевкусие', '.', 'лично', 'я', 'показаться', 'не', 'очень', 'питким', ',', 'опять', 'же', 'из', '—', 'за', 'чрезмерный', 'сладость', '.', '4', 'из', '10', 'итог', ':', '6.0', 'из', '10']"
117,Халзан (Россия),"Светлое, фильтрованное, пастеризованное.
Изготавливает: Очаково
Тара: Стекло
Обьем: 0,5
Алк: 4.5
ЭНС: 10 ",2.7,-1,"['светлый', ',', 'фильтровать', ',', 'пастеризовать', '.', 'изготавливать', ':', 'очаково', 'тара', ':', 'стекло', 'обить', ':', '0,5', 'алк', ':', '4.5', 'энс', ':', '10']"
118,Pabst Blue Ribbon Пабст Блю Риббон (США),"Пиво светлое пастеризованное. Изготовитель: Albany Brewery
Импортер: МПК
Тара: Банка
Объем: 0,473
Алк: 4.6
ЭНС: 10.8
Признаться был удивлен, увидев на полке нашего Мухосранского магазина, это хипстерское пиво.
История у пива достаточно интересная. Однажды пивной мир был шокирован новостью о том, что этот известный американский бренд купила компания МПК, и теперь компанию бородам, свитерам с оленями, айфонам, стаканам из старбакса и подвернутым штанишкам, составит не привычная банка Пабста, а наша отечечественая суровая Жига! Но обошлось. Кому интересно — в интернете много про это написано поищите по ключевым словам: Евгений Кашпер, МПК, Пабст. ",6.2,1,"['пиво', 'светлый', 'пастеризовать', '.', 'изготовитель', ':', 'albany', 'brewery', 'импортёр', ':', 'мпк', 'тара', ':', 'банк', 'объём', ':', '0,473', 'алк', ':', '4.6', 'энс', ':', '10.8', 'признаться', 'быть', 'удивлённый', ',', 'увидеть', 'на', 'полка', 'наш', 'мухосранский', 'магазин', ',', 'это', 'хипстерский', 'пиво', '.', 'история', 'у', 'пиво', 'достаточно', 'интересный', '.', 'однажды', 'пивной', 'мир', 'быть', 'шокировать', 'новость', 'о', 'тот', ',', 'что', 'этот', 'известный', 'американский', 'бренд', 'купить', 'компания', 'мпк', ',', 'и', 'теперь', 'компания', 'борода', ',', 'свитер', 'с', 'олень', ',', 'айфон', ',', 'стакан', 'из', 'старбакс', 'и', 'подвернуть', 'штанишки', ',', 'составить', 'не', 'привычный', 'банк', 'пабст', ',', 'а', 'наш', 'отечечественай', 'суровый', 'жига', '!', 'но', 'обойтись', '.', 'кто', 'интересно', '—', 'в', 'интернет', 'много', 'про', 'это', 'написать', 'поискать', 'по', 'ключевой', 'слово', ':', 'евгений', 'кашпер', ',', 'мпк', ',', 'пабст', '.']"
119,Belhaven Craft Pilsner Белхэвен Крафт Пилзнер (Англия),"Я думал что остальные страны уже переболели этой детской пивной болячкой как ляпать везде модное словцо Craft на этикетки массового пиваса. Тот факт что на полке Ашана в своем Пиздюкино, я увидел это пиво, массовым его назвать уже можно. В моем понимании крафт — это нечто мелкотиражное, в любом другом случае — это коммерческий ход. Получается что не только у нас модно рисовать это словцо, потирая руки в ожидании увеличения продаж.
Продукция Белхэвен мне всегда нравилась. Особенно их Стауты. Посмотрим что за крафтовый пилзнер они сварили. ",4.5,-1,"['я', 'думать', 'что', 'остальной', 'страна', 'уже', 'переболеть', 'этот', 'детский', 'пивной', 'болячка', 'как', 'ляпать', 'везде', 'модный', 'словцо', 'craft', 'на', 'этикетка', 'массовый', 'пиваса', '.', 'тот', 'факт', 'что', 'на', 'полка', 'ашан', 'в', 'свой', 'пиздюкино', ',', 'я', 'увидеть', 'это', 'пиво', ',', 'массовый', 'он', 'назвать', 'уже', 'можно', '.', 'в', 'мой', 'понимание', 'крафт', '—', 'это', 'нечто', 'мелкотиражный', ',', 'в', 'любой', 'друг', 'случай', '—', 'это', 'коммерческий', 'ход', '.', 'получаться', 'что', 'не', 'только', 'у', 'мы', 'модно', 'рисовать', 'это', 'словцо', ',', 'потирать', 'рука', 'в', 'ожидание', 'увеличение', 'продажа', '.', 'продукция', 'белхэвен', 'я', 'всегда', 'нравиться', '.', 'особенно', 'они', 'стаут', '.', 'посмотреть', 'что', 'за', 'крафтовый', 'пилзнер', 'они', 'сварить', '.']"
120,Weihenstephaner Original Helles Вайнштефанер Оригинал (Германия),"Светлое, пастеризованное, фильтрованное.
Изготовитель: Bayerische Staatsbrauerei Weihenstephan
Самая древняя пивоварня мира. Еще интересный факт что брэнд не продался ни одному пивному гиганту — данная пивоварня государственная.
Я давно уже начитался про Вайнштефанер всего этого, и достаточно долго искал его в своем Голодранкино. А оказывается, все это время оно стояло на полке магазина и я просто его не замечал. Это камень в маркетинговую нагрузку дизайна этикетки. ",6.8,1,"['светлый', ',', 'пастеризовать', ',', 'фильтровать', '.', 'изготовитель', ':', 'bayerische', 'staatsbrauerei', 'weihenstephan', 'самый', 'древний', 'пивоварня', 'мир', '.', 'ещё', 'интересный', 'факт', 'что', 'брэнд', 'не', 'продаться', 'ни', 'один', 'пивной', 'гигант', '—', 'дать', 'пивоварня', 'государственный', '.', 'я', 'давно', 'уже', 'начитаться', 'про', 'вайнштефанера', 'весь', 'это', ',', 'и', 'достаточно', 'долго', 'искать', 'он', 'в', 'свой', 'голодранкин', '.', 'а', 'оказываться', ',', 'всё', 'это', 'время', 'оно', 'стоять', 'на', 'полка', 'магазин', 'и', 'я', 'просто', 'он', 'не', 'замечать', '.', 'это', 'камень', 'в', 'маркетинговый', 'нагрузка', 'дизайн', 'этикетка', '.']"
121,Foxes Rock Stout Фоксес Рок Стаут (Ирландия),"Тёмное, пастеризованное, фильтрованное.
Изготавливает: Cumberland Breweries Тара: Стекло
Обьем: 0,5
Алк: 4.5
ЭНС: 13 ",7.2,1,"['тёмный', ',', 'пастеризовать', ',', 'фильтровать', '.', 'изготавливать', ':', 'cumberland', 'breweries', 'тара', ':', 'стекло', 'обить', ':', '0,5', 'алк', ':', '4.5', 'энс', ':', '13']"
